GridType,SeedSpacing,k,nTrain,Superpixels,Time,TrainingPrSuperpixels,TP,FP,TN,FN,TotalPixels,SuperpixelsProportion,TrainingPrPixels,FPR,FNR,Sensitivity,Specificity,FDR,FOR,Precision,NPV,Accuracy
square,10,3,7240,14480,39.33778476715088,0.5,53777,6332,1007229,1470,1068808,0.013547802785907292,0.006773901392953646,0.00624728062741167,0.026607779607942514,0.9733922203920575,0.9937527193725884,0.10534196210218104,0.0014573227494029438,0.894658037897819,0.9985426772505971,0.9927002791895271
square,10,4,7240,14480,10.376541137695312,0.5,53638,5608,1007953,1609,1068808,0.013547802785907292,0.006773901392953646,0.005532967428699407,0.029123753325972453,0.9708762466740275,0.9944670325713006,0.09465617932012288,0.001593760462457977,0.9053438206798772,0.998406239537542,0.9932476179070516
square,10,5,7240,14480,14.327348709106445,0.5,53644,4856,1008705,1603,1068808,0.013547802785907292,0.006773901392953646,0.0047910288576612555,0.029015150143899215,0.9709848498561008,0.9952089711423387,0.08300854700854701,0.0015866448647343186,0.916991452991453,0.9984133551352656,0.9939568191854852
square,20,3,1800,3600,30.69631004333496,0.5,53813,4686,1008875,1434,1068808,0.003368238261689658,0.001684119130844829,0.0046233033828255036,0.025956160515503104,0.9740438394844969,0.9953766966171745,0.08010393340057095,0.0014193677379890706,0.919896066599429,0.9985806322620109,0.9942739949551276
square,20,4,1800,3600,9.204150438308716,0.5,53727,3874,1009687,1520,1068808,0.003368238261689658,0.001684119130844829,0.003822167585374733,0.027512806125219468,0.9724871938747806,0.9961778324146253,0.06725577680943039,0.0015031541514249802,0.9327442231905696,0.998496845848575,0.9949532563379017
square,20,5,1800,3600,12.054950952529907,0.5,53727,3874,1009687,1520,1068808,0.003368238261689658,0.001684119130844829,0.003822167585374733,0.027512806125219468,0.9724871938747806,0.9961778324146253,0.06725577680943039,0.0015031541514249802,0.9327442231905696,0.998496845848575,0.9949532563379017
square,30,3,810,1620,23.444748163223267,0.5,53683,3755,1009806,1564,1068808,0.001515707217760346,0.000757853608880173,0.003704759752989707,0.02830922946042319,0.9716907705395768,0.9962952402470103,0.0653748389567882,0.00154641723602638,0.9346251610432118,0.9984535827639737,0.9950234279683535
square,30,4,810,1620,8.933000564575195,0.5,53678,3632,1009929,1569,1068808,0.001515707217760346,0.000757853608880173,0.003583405438843839,0.028399732112150886,0.9716002678878491,0.9964165945611562,0.06337462920956204,0.0015511647081852856,0.936625370790438,0.9984488352918147,0.9951338313335978
square,30,5,810,1620,10.633650779724121,0.5,53678,3632,1009929,1569,1068808,0.001515707217760346,0.000757853608880173,0.003583405438843839,0.028399732112150886,0.9716002678878491,0.9964165945611562,0.06337462920956204,0.0015511647081852856,0.936625370790438,0.9984488352918147,0.9951338313335978
square,40,3,450,900,23.099377632141113,0.5,55120,136817,876744,127,1068808,0.0008420595654224145,0.0004210297827112073,0.13498644876825372,0.0022987673538834687,0.9977012326461165,0.8650135512317463,0.7128224365286526,0.00014483316246061278,0.2871775634713474,0.9998551668375394,0.8718722165253254
square,40,4,450,900,15.746490955352783,0.5,53015,3121,1010440,2232,1068808,0.0008420595654224145,0.0004210297827112073,0.0030792423938963715,0.04040038373124333,0.9595996162687567,0.9969207576061037,0.05559712127689896,0.002204070024647665,0.944402878723101,0.9977959299753524,0.9949916168292153
square,40,5,450,900,11.106985569000244,0.5,53015,3121,1010440,2232,1068808,0.0008420595654224145,0.0004210297827112073,0.0030792423938963715,0.04040038373124333,0.9595996162687567,0.9969207576061037,0.05559712127689896,0.002204070024647665,0.944402878723101,0.9977959299753524,0.9949916168292153
hex,10,3,5280,10560,31.416812658309937,0.5,53933,6951,1006610,1314,1068808,0.009880165567622997,0.0049400827838114985,0.006857998679901851,0.02378409687403841,0.9762159031259616,0.9931420013200981,0.11416792589185994,0.0013036697211297678,0.88583207410814,0.9986963302788703,0.9922670863242041
hex,10,4,5280,10560,9.586936473846436,0.5,53839,6128,1007433,1408,1068808,0.009880165567622997,0.0049400827838114985,0.006046010057608768,0.025485546726519086,0.974514453273481,0.9939539899423913,0.10218953757900179,0.0013956609614399098,0.8978104624209982,0.99860433903856,0.9929491545721963
hex,10,5,5280,10560,10.58254599571228,0.5,53818,5782,1007779,1429,1068808,0.009880165567622997,0.0049400827838114985,0.005704639385296001,0.02586565786377541,0.9741343421362246,0.994295360614704,0.09701342281879195,0.0014159618235289454,0.902986577181208,0.998584038176471,0.9932532316374877
hex,20,3,1410,2820,19.269848823547363,0.5,53291,5466,1008095,1956,1068808,0.002638453304990232,0.001319226652495116,0.005392867326189543,0.03540463735587453,0.9645953626441255,0.9946071326738104,0.0930272137787838,0.0019365358778913144,0.9069727862212162,0.9980634641221087,0.9930558154504832
hex,20,4,1410,2820,16.04638147354126,0.5,53169,4085,1009476,2078,1068808,0.002638453304990232,0.001319226652495116,0.004030344498259108,0.0376129020580303,0.9623870979419697,0.9959696555017409,0.07134872672651693,0.002054265021936545,0.9286512732734831,0.9979457349780635,0.9942337632203352
hex,20,5,1410,2820,22.334352016448975,0.5,53187,4287,1009274,2060,1068808,0.002638453304990232,0.001319226652495116,0.004229641827181591,0.037287092511810595,0.9627129074881894,0.9957703581728184,0.0745902495041236,0.0020369136210193666,0.9254097504958764,0.9979630863789807,0.9940616088202933
hex,30,3,600,1200,26.537802696228027,0.5,53669,5004,1008557,1578,1068808,0.001122746087229886,0.000561373043614943,0.004937048682812382,0.02856263688526074,0.9714373631147393,0.9950629513171876,0.08528624750737136,0.0015621674330658774,0.9147137524926287,0.9984378325669341,0.993841737711544
hex,30,4,600,1200,8.121351480484009,0.5,53669,5004,1008557,1578,1068808,0.001122746087229886,0.000561373043614943,0.004937048682812382,0.02856263688526074,0.9714373631147393,0.9950629513171876,0.08528624750737136,0.0015621674330658774,0.9147137524926287,0.9984378325669341,0.993841737711544
hex,30,5,600,1200,19.999019384384155,0.5,53669,5004,1008557,1578,1068808,0.001122746087229886,0.000561373043614943,0.004937048682812382,0.02856263688526074,0.9714373631147393,0.9950629513171876,0.08528624750737136,0.0015621674330658774,0.9147137524926287,0.9984378325669341,0.993841737711544
hex,40,3,345,690,25.157236337661743,0.5,54047,5625,1007936,1200,1068808,0.0006455790001571845,0.0003227895000785922,0.005549739976182982,0.02172063641464695,0.9782793635853531,0.994450260023817,0.09426531706663091,0.0011891360530196127,0.9057346829333691,0.9988108639469804,0.99361438162888
hex,40,4,345,690,9.131386041641235,0.5,54033,5390,1008171,1214,1068808,0.0006455790001571845,0.0003227895000785922,0.00531788417273356,0.021974043839484498,0.9780259561605155,0.9946821158272664,0.09070561903640005,0.0012027125427859539,0.9092943809635999,0.9987972874572141,0.9938211540332782
hex,40,5,345,690,11.756927728652954,0.5,54033,5390,1008171,1214,1068808,0.0006455790001571845,0.0003227895000785922,0.00531788417273356,0.021974043839484498,0.9780259561605155,0.9946821158272664,0.09070561903640005,0.0012027125427859539,0.9092943809635999,0.9987972874572141,0.9938211540332782
square,10,3,10000,14480,1.0510356426239014,0.75,53777,6255,1007306,1470,1068808,0.013547802785907292,0.009356217393582384,0.006171310853515476,0.026607779607942514,0.9733922203920575,0.9938286891464845,0.10419442963752665,0.001457211511772683,0.8958055703624733,0.9985427884882273,0.9927723220634576
square,10,4,10000,14480,1.1401259899139404,0.75,53618,5552,1008009,1629,1068808,0.013547802785907292,0.009356217393582384,0.00547771668404763,0.029485763932883234,0.9705142360671167,0.9945222833159524,0.09383133344600304,0.0016134495730152788,0.906168666553997,0.9983865504269848,0.9932813002896685
square,10,5,10000,14480,7.190863370895386,0.75,53644,4856,1008705,1603,1068808,0.013547802785907292,0.009356217393582384,0.0047910288576612555,0.029015150143899215,0.9709848498561008,0.9952089711423387,0.08300854700854701,0.0015866448647343186,0.916991452991453,0.9984133551352656,0.9939568191854852
square,20,3,2700,3600,25.227980375289917,0.75,53813,4686,1008875,1434,1068808,0.003368238261689658,0.0025261786962672435,0.0046233033828255036,0.025956160515503104,0.9740438394844969,0.9953766966171745,0.08010393340057095,0.0014193677379890706,0.919896066599429,0.9985806322620109,0.9942739949551276
square,20,4,2700,3600,8.515977382659912,0.75,53727,3874,1009687,1520,1068808,0.003368238261689658,0.0025261786962672435,0.003822167585374733,0.027512806125219468,0.9724871938747806,0.9961778324146253,0.06725577680943039,0.0015031541514249802,0.9327442231905696,0.998496845848575,0.9949532563379017
square,20,5,2700,3600,10.78891634941101,0.75,53727,3874,1009687,1520,1068808,0.003368238261689658,0.0025261786962672435,0.003822167585374733,0.027512806125219468,0.9724871938747806,0.9961778324146253,0.06725577680943039,0.0015031541514249802,0.9327442231905696,0.998496845848575,0.9949532563379017
square,30,3,1215,1620,26.32632279396057,0.75,53683,3755,1009806,1564,1068808,0.001515707217760346,0.0011367804133202595,0.003704759752989707,0.02830922946042319,0.9716907705395768,0.9962952402470103,0.0653748389567882,0.00154641723602638,0.9346251610432118,0.9984535827639737,0.9950234279683535
square,30,4,1215,1620,10.903871536254883,0.75,53678,3632,1009929,1569,1068808,0.001515707217760346,0.0011367804133202595,0.003583405438843839,0.028399732112150886,0.9716002678878491,0.9964165945611562,0.06337462920956204,0.0015511647081852856,0.936625370790438,0.9984488352918147,0.9951338313335978
square,30,5,1215,1620,11.493353843688965,0.75,53678,3632,1009929,1569,1068808,0.001515707217760346,0.0011367804133202595,0.003583405438843839,0.028399732112150886,0.9716002678878491,0.9964165945611562,0.06337462920956204,0.0015511647081852856,0.936625370790438,0.9984488352918147,0.9951338313335978
square,40,3,675,900,22.138307571411133,0.75,53039,3608,1009953,2208,1068808,0.0008420595654224145,0.0006315446740668109,0.0035597265482787913,0.039965971002950386,0.9600340289970496,0.9964402734517213,0.06369269334651438,0.0021814711295930194,0.9363073066534856,0.997818528870407,0.9945584239638925
square,40,4,675,900,8.835974216461182,0.75,53039,3608,1009953,2208,1068808,0.0008420595654224145,0.0006315446740668109,0.0035597265482787913,0.039965971002950386,0.9600340289970496,0.9964402734517213,0.06369269334651438,0.0021814711295930194,0.9363073066534856,0.997818528870407,0.9945584239638925
square,40,5,675,900,10.727137565612793,0.75,53039,3608,1009953,2208,1068808,0.0008420595654224145,0.0006315446740668109,0.0035597265482787913,0.039965971002950386,0.9600340289970496,0.9964402734517213,0.06369269334651438,0.0021814711295930194,0.9363073066534856,0.997818528870407,0.9945584239638925
hex,10,3,7920,10560,21.15990138053894,0.75,53933,7030,1006531,1314,1068808,0.009880165567622997,0.007410124175717248,0.006935941694678465,0.02378409687403841,0.9762159031259616,0.9930640583053215,0.1153158473172252,0.0013037719093709846,0.8846841526827748,0.998696228090629,0.9921931722067948
hex,10,4,7920,10560,9.693047046661377,0.75,53821,6420,1007141,1426,1068808,0.009880165567622997,0.007410124175717248,0.006334103226150177,0.02581135627273879,0.9741886437272612,0.9936658967738499,0.10657193605683836,0.001413887228116724,0.8934280639431617,0.9985861127718832,0.9926591118329953
hex,10,5,7920,10560,12.698293685913086,0.75,53816,5871,1007690,1431,1068808,0.009880165567622997,0.007410124175717248,0.005792448604474718,0.025901858924466486,0.9740981410755335,0.9942075513955253,0.09836312764923685,0.0014180658216408142,0.9016368723507632,0.9985819341783592,0.9931680900592061
hex,20,3,2115,2820,20.600672721862793,0.75,1377,54105,959456,53870,1068808,0.002638453304990232,0.001978839978742674,0.053381098917578716,0.9750755697141926,0.024924430285807375,0.9466189010824213,0.9751811398291338,0.05316156893240675,0.024818860170866208,0.9468384310675932,0.8989762426927942
hex,20,4,2115,2820,8.672453165054321,0.75,53169,4410,1009151,2078,1068808,0.002638453304990232,0.001978839978742674,0.004350996141327459,0.0376129020580303,0.9623870979419697,0.9956490038586725,0.07659042359193456,0.0020549252444302924,0.9234095764080654,0.9979450747555697,0.9939296861550437
hex,20,5,2115,2820,12.331557512283325,0.75,53169,4085,1009476,2078,1068808,0.002638453304990232,0.001978839978742674,0.004030344498259108,0.0376129020580303,0.9623870979419697,0.9959696555017409,0.07134872672651693,0.002054265021936545,0.9286512732734831,0.9979457349780635,0.9942337632203352
hex,30,3,900,1200,20.025142431259155,0.75,53669,5004,1008557,1578,1068808,0.001122746087229886,0.0008420595654224145,0.004937048682812382,0.02856263688526074,0.9714373631147393,0.9950629513171876,0.08528624750737136,0.0015621674330658774,0.9147137524926287,0.9984378325669341,0.993841737711544
hex,30,4,900,1200,9.348917961120605,0.75,53669,5004,1008557,1578,1068808,0.001122746087229886,0.0008420595654224145,0.004937048682812382,0.02856263688526074,0.9714373631147393,0.9950629513171876,0.08528624750737136,0.0015621674330658774,0.9147137524926287,0.9984378325669341,0.993841737711544
hex,30,5,900,1200,23.156916618347168,0.75,53669,5004,1008557,1578,1068808,0.001122746087229886,0.0008420595654224145,0.004937048682812382,0.02856263688526074,0.9714373631147393,0.9950629513171876,0.08528624750737136,0.0015621674330658774,0.9147137524926287,0.9984378325669341,0.993841737711544
hex,40,3,518,690,30.172600269317627,0.75,54047,5625,1007936,1200,1068808,0.0006455790001571845,0.00048465206098756745,0.005549739976182982,0.02172063641464695,0.9782793635853531,0.994450260023817,0.09426531706663091,0.0011891360530196127,0.9057346829333691,0.9988108639469804,0.99361438162888
hex,40,4,518,690,19.598764419555664,0.75,54033,5390,1008171,1214,1068808,0.0006455790001571845,0.00048465206098756745,0.00531788417273356,0.021974043839484498,0.9780259561605155,0.9946821158272664,0.09070561903640005,0.0012027125427859539,0.9092943809635999,0.9987972874572141,0.9938211540332782
hex,40,5,518,690,17.484537363052368,0.75,35489,312,1013249,19758,1068808,0.0006455790001571845,0.00048465206098756745,0.0003078255773456161,0.357630278567162,0.642369721432838,0.9996921744226543,0.008714840367587498,0.019126685491966656,0.9912851596324125,0.9808733145080334,0.9812220716910801
square,10,3,10000,14480,1.0146520137786865,0.8,53777,6255,1007306,1470,1068808,0.013547802785907292,0.009356217393582384,0.006171310853515476,0.026607779607942514,0.9733922203920575,0.9938286891464845,0.10419442963752665,0.001457211511772683,0.8958055703624733,0.9985427884882273,0.9927723220634576
square,10,4,10000,14480,1.2212789058685303,0.8,53618,5552,1008009,1629,1068808,0.013547802785907292,0.009356217393582384,0.00547771668404763,0.029485763932883234,0.9705142360671167,0.9945222833159524,0.09383133344600304,0.0016134495730152788,0.906168666553997,0.9983865504269848,0.9932813002896685
square,10,5,10000,14480,1.558354139328003,0.8,53644,4856,1008705,1603,1068808,0.013547802785907292,0.009356217393582384,0.0047910288576612555,0.029015150143899215,0.9709848498561008,0.9952089711423387,0.08300854700854701,0.0015866448647343186,0.916991452991453,0.9984133551352656,0.9939568191854852
square,20,3,2880,3600,9.54556941986084,0.8,53813,4686,1008875,1434,1068808,0.003368238261689658,0.0026945906093517264,0.0046233033828255036,0.025956160515503104,0.9740438394844969,0.9953766966171745,0.08010393340057095,0.0014193677379890706,0.919896066599429,0.9985806322620109,0.9942739949551276
square,20,4,2880,3600,12.925608396530151,0.8,53746,4261,1009300,1501,1068808,0.003368238261689658,0.0026945906093517264,0.004203989695736122,0.027168896048654224,0.9728311039513458,0.9957960103042639,0.07345665178340545,0.0014849609369203237,0.9265433482165946,0.9985150390630797,0.9946089475378178
square,20,5,2880,3600,6.746301651000977,0.8,53727,3874,1009687,1520,1068808,0.003368238261689658,0.0026945906093517264,0.003822167585374733,0.027512806125219468,0.9724871938747806,0.9961778324146253,0.06725577680943039,0.0015031541514249802,0.9327442231905696,0.998496845848575,0.9949532563379017
square,30,3,1296,1620,14.162500619888306,0.8,53683,3755,1009806,1564,1068808,0.001515707217760346,0.0012125657742082768,0.003704759752989707,0.02830922946042319,0.9716907705395768,0.9962952402470103,0.0653748389567882,0.00154641723602638,0.9346251610432118,0.9984535827639737,0.9950234279683535
square,30,4,1296,1620,3.2111902236938477,0.8,53678,3632,1009929,1569,1068808,0.001515707217760346,0.0012125657742082768,0.003583405438843839,0.028399732112150886,0.9716002678878491,0.9964165945611562,0.06337462920956204,0.0015511647081852856,0.936625370790438,0.9984488352918147,0.9951338313335978
square,30,5,1296,1620,5.444222688674927,0.8,53678,3632,1009929,1569,1068808,0.001515707217760346,0.0012125657742082768,0.003583405438843839,0.028399732112150886,0.9716002678878491,0.9964165945611562,0.06337462920956204,0.0015511647081852856,0.936625370790438,0.9984488352918147,0.9951338313335978
square,40,3,720,900,12.373828411102295,0.8,55120,136817,876744,127,1068808,0.0008420595654224145,0.0006736476523379316,0.13498644876825372,0.0022987673538834687,0.9977012326461165,0.8650135512317463,0.7128224365286526,0.00014483316246061278,0.2871775634713474,0.9998551668375394,0.8718722165253254
square,40,4,720,900,13.497871398925781,0.8,53039,3608,1009953,2208,1068808,0.0008420595654224145,0.0006736476523379316,0.0035597265482787913,0.039965971002950386,0.9600340289970496,0.9964402734517213,0.06369269334651438,0.0021814711295930194,0.9363073066534856,0.997818528870407,0.9945584239638925
square,40,5,720,900,1.5571165084838867,0.8,53039,3608,1009953,2208,1068808,0.0008420595654224145,0.0006736476523379316,0.0035597265482787913,0.039965971002950386,0.9600340289970496,0.9964402734517213,0.06369269334651438,0.0021814711295930194,0.9363073066534856,0.997818528870407,0.9945584239638925
hex,10,3,8448,10560,14.20815134048462,0.8,53933,6951,1006610,1314,1068808,0.009880165567622997,0.007904132454098397,0.006857998679901851,0.02378409687403841,0.9762159031259616,0.9931420013200981,0.11416792589185994,0.0013036697211297678,0.88583207410814,0.9986963302788703,0.9922670863242041
hex,10,4,8448,10560,5.237450838088989,0.8,53808,6277,1007284,1439,1068808,0.009880165567622997,0.007904132454098397,0.006193016503200103,0.0260466631672308,0.9739533368327692,0.9938069834967999,0.10446866938503786,0.001426556150697466,0.8955313306149622,0.9985734438493026,0.9927807426591119
hex,10,5,8448,10560,6.088637590408325,0.8,53816,5871,1007690,1431,1068808,0.009880165567622997,0.007904132454098397,0.005792448604474718,0.025901858924466486,0.9740981410755335,0.9942075513955253,0.09836312764923685,0.0014180658216408142,0.9016368723507632,0.9985819341783592,0.9931680900592061
hex,20,3,2256,2820,0.9753601551055908,0.8,1454,86383,927178,53793,1068808,0.002638453304990232,0.0021107626439921855,0.08522723348668704,0.9736818288775861,0.026318171122413858,0.914772766513313,0.9834466113369081,0.05483648344344532,0.01655338866309186,0.9451635165565547,0.8688482870637196
hex,20,4,2256,2820,12.683912754058838,0.8,53160,3925,1009636,2087,1068808,0.002638453304990232,0.0021107626439921855,0.0038724852278254587,0.03777580683114015,0.9622241931688599,0.9961275147721745,0.06875711658053779,0.00206281758939947,0.9312428834194622,0.9979371824106005,0.9943750421029782
hex,20,5,2256,2820,4.913837194442749,0.8,53169,4085,1009476,2078,1068808,0.002638453304990232,0.0021107626439921855,0.004030344498259108,0.0376129020580303,0.9623870979419697,0.9959696555017409,0.07134872672651693,0.002054265021936545,0.9286512732734831,0.9979457349780635,0.9942337632203352
hex,30,3,960,1200,13.806914806365967,0.8,53669,5004,1008557,1578,1068808,0.001122746087229886,0.0008981968697839088,0.004937048682812382,0.02856263688526074,0.9714373631147393,0.9950629513171876,0.08528624750737136,0.0015621674330658774,0.9147137524926287,0.9984378325669341,0.993841737711544
hex,30,4,960,1200,3.5254647731781006,0.8,53669,5004,1008557,1578,1068808,0.001122746087229886,0.0008981968697839088,0.004937048682812382,0.02856263688526074,0.9714373631147393,0.9950629513171876,0.08528624750737136,0.0015621674330658774,0.9147137524926287,0.9984378325669341,0.993841737711544
hex,30,5,960,1200,9.266911506652832,0.8,53669,5004,1008557,1578,1068808,0.001122746087229886,0.0008981968697839088,0.004937048682812382,0.02856263688526074,0.9714373631147393,0.9950629513171876,0.08528624750737136,0.0015621674330658774,0.9147137524926287,0.9984378325669341,0.993841737711544
hex,40,3,552,690,6.351413011550903,0.8,54047,5625,1007936,1200,1068808,0.0006455790001571845,0.0005164632001257476,0.005549739976182982,0.02172063641464695,0.9782793635853531,0.994450260023817,0.09426531706663091,0.0011891360530196127,0.9057346829333691,0.9988108639469804,0.99361438162888
hex,40,4,552,690,1.2686967849731445,0.8,54033,5390,1008171,1214,1068808,0.0006455790001571845,0.0005164632001257476,0.00531788417273356,0.021974043839484498,0.9780259561605155,0.9946821158272664,0.09070561903640005,0.0012027125427859539,0.9092943809635999,0.9987972874572141,0.9938211540332782
hex,40,5,552,690,1.4474666118621826,0.8,31627,109,1013452,23620,1068808,0.0006455790001571845,0.0005164632001257476,0.00010754162798292358,0.4275345267616341,0.5724654732383658,0.9998924583720171,0.0034345853289639524,0.022775660706296188,0.9965654146710361,0.9772243392937038,0.9777986317467684
square,10,3,10000,14480,0.9046378135681152,0.9,53777,6255,1007306,1470,1068808,0.013547802785907292,0.009356217393582384,0.006171310853515476,0.026607779607942514,0.9733922203920575,0.9938286891464845,0.10419442963752665,0.001457211511772683,0.8958055703624733,0.9985427884882273,0.9927723220634576
square,10,4,10000,14480,1.1384532451629639,0.9,53618,5552,1008009,1629,1068808,0.013547802785907292,0.009356217393582384,0.00547771668404763,0.029485763932883234,0.9705142360671167,0.9945222833159524,0.09383133344600304,0.0016134495730152788,0.906168666553997,0.9983865504269848,0.9932813002896685
square,10,5,10000,14480,1.5700318813323975,0.9,53644,4856,1008705,1603,1068808,0.013547802785907292,0.009356217393582384,0.0047910288576612555,0.029015150143899215,0.9709848498561008,0.9952089711423387,0.08300854700854701,0.0015866448647343186,0.916991452991453,0.9984133551352656,0.9939568191854852
square,20,3,3240,3600,28.522985696792603,0.9,53813,4686,1008875,1434,1068808,0.003368238261689658,0.003031414435520692,0.0046233033828255036,0.025956160515503104,0.9740438394844969,0.9953766966171745,0.08010393340057095,0.0014193677379890706,0.919896066599429,0.9985806322620109,0.9942739949551276
square,20,4,3240,3600,8.31261920928955,0.9,53727,3874,1009687,1520,1068808,0.003368238261689658,0.003031414435520692,0.003822167585374733,0.027512806125219468,0.9724871938747806,0.9961778324146253,0.06725577680943039,0.0015031541514249802,0.9327442231905696,0.998496845848575,0.9949532563379017
square,20,5,3240,3600,11.59834909439087,0.9,53727,3874,1009687,1520,1068808,0.003368238261689658,0.003031414435520692,0.003822167585374733,0.027512806125219468,0.9724871938747806,0.9961778324146253,0.06725577680943039,0.0015031541514249802,0.9327442231905696,0.998496845848575,0.9949532563379017
square,30,3,1458,1620,23.23676609992981,0.9,53683,3755,1009806,1564,1068808,0.001515707217760346,0.0013641364959843115,0.003704759752989707,0.02830922946042319,0.9716907705395768,0.9962952402470103,0.0653748389567882,0.00154641723602638,0.9346251610432118,0.9984535827639737,0.9950234279683535
square,30,4,1458,1620,8.701997518539429,0.9,53678,3632,1009929,1569,1068808,0.001515707217760346,0.0013641364959843115,0.003583405438843839,0.028399732112150886,0.9716002678878491,0.9964165945611562,0.06337462920956204,0.0015511647081852856,0.936625370790438,0.9984488352918147,0.9951338313335978
square,30,5,1458,1620,11.19717264175415,0.9,53678,3632,1009929,1569,1068808,0.001515707217760346,0.0013641364959843115,0.003583405438843839,0.028399732112150886,0.9716002678878491,0.9964165945611562,0.06337462920956204,0.0015511647081852856,0.936625370790438,0.9984488352918147,0.9951338313335978
square,40,3,810,900,22.357279777526855,0.9,53039,3608,1009953,2208,1068808,0.0008420595654224145,0.000757853608880173,0.0035597265482787913,0.039965971002950386,0.9600340289970496,0.9964402734517213,0.06369269334651438,0.0021814711295930194,0.9363073066534856,0.997818528870407,0.9945584239638925
square,40,4,810,900,22.452994346618652,0.9,53015,3121,1010440,2232,1068808,0.0008420595654224145,0.000757853608880173,0.0030792423938963715,0.04040038373124333,0.9595996162687567,0.9969207576061037,0.05559712127689896,0.002204070024647665,0.944402878723101,0.9977959299753524,0.9949916168292153
